"","Onderwijsvolgend","Arbeidskenmerken","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Regio.s","Jongeren..15.tot.27.jaar...aantal.","unemployment_pct_change"
"1358","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zutphen",6500,-1.515
"1359","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zutphen",6500,0
"1360","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zutphen",6500,0
"1361","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zwartewaterland",3700,NA
"1362","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zwartewaterland",3800,2.703
"1363","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zwartewaterland",3800,0
"1364","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zwartewaterland",3700,-2.632
"1365","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zwijndrecht",5900,NA
"1366","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zwijndrecht",5900,0
"1367","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zwijndrecht",5900,0
"1368","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zwijndrecht",5900,0
"1369","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zwolle",20600,NA
"1370","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zwolle",20800,0.971
"1371","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zwolle",21300,2.404
"1372","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zwolle",21300,0
